"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-29","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-30","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-01","0.05","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-02","0.17","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-03","0.22","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-04","0.19","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-05","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-06","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-07","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-08","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-09","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-10","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-11","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-12","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-13","0.38","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-14","0.01","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-15","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-16","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-17","0.69","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-18","0.02","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-19","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-20","1.68","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-21","0.02","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-22","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-23","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-24","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-25","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-26","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-27","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-28","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-29","0.01","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-30","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-07-31","0.04","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-01","0.04","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-02","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-03","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-04","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-05","0.04","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-06","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-07","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-08","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-09","0.11","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-08-10","0.01","0.0","0.0"
